industry,founded_year,city,no_of_founders,funding_stage,previous_funding_amount,investment_type,market_size_category,target_funding_category,startup_age
Saas,2016,Chennai,3,Seed,16.84,Angel,Large,Large,8
Healthtech,2014,Hyderabad,4,Seed,5.98,Pe,Small,Small,10
Healthtech,2022,Chennai,4,Series A,19.84,Vc,Small,Large,2
E-Commerce,2014,Bangalore,4,Seed,15.96,Pe,Medium,Large,10
Ai,2018,Chennai,4,Seed,15.21,Angel,Medium,Large,6
Healthtech,2008,Delhi,2,Seed,1.97,Pe,Small,Small,16
Fintech,2016,Pune,2,Seed,6.8,Vc,Small,Small,8
Ai,2008,Hyderabad,1,Seed,5.22,Vc,Medium,Medium,16
Fintech,2020,Chennai,1,Series A,2.42,Angel,Large,Medium,4
Edtech,2022,Hyderabad,3,Series B,18.3,Vc,Large,Large,2
Saas,2019,Hyderabad,3,Series A,12.28,Pe,Large,Large,5
Healthtech,2014,Delhi,3,Seed,17.96,Angel,Small,Large,10
Ai,2016,Bangalore,2,Series A,10.74,Angel,Large,Large,8
Fintech,2016,Chennai,4,Series A,18.23,Angel,Small,Large,8
Saas,2023,Mumbai,2,Seed,18.54,Angel,Small,Large,1
Saas,2012,Hyderabad,1,Seed,13.12,Vc,Medium,Large,12
Healthtech,2019,Bangalore,2,Series B,10.12,Pe,Medium,Large,5
Saas,2020,Mumbai,3,Seed,4.59,Pe,Medium,Small,4
Healthtech,2023,Hyderabad,1,Seed,18.3,Vc,Medium,Large,1
Edtech,2013,Mumbai,2,Seed,15.64,Angel,Medium,Large,11
Healthtech,2009,Chennai,4,Seed,6.84,Vc,Large,Medium,15
E-Commerce,2009,Chennai,3,Series A,13.41,Pe,Small,Large,15
Fintech,2017,Pune,1,Seed,12.3,Pe,Medium,Large,7
E-Commerce,2016,Hyderabad,2,Series A,2.33,Vc,Medium,Small,8
Saas,2020,Hyderabad,1,Series B,18.64,Angel,Small,Large,4
Saas,2008,Pune,1,Seed,0.32,Pe,Large,Small,16
Saas,2017,Chennai,2,Seed,16.6,Vc,Large,Large,7
Healthtech,2019,Bangalore,3,Series B,10.33,Pe,Small,Large,5
Ai,2019,Mumbai,2,Seed,16.55,Angel,Small,Medium,5
Healthtech,2021,Hyderabad,4,Series B,11.2,Angel,Medium,Large,3
Fintech,2012,Hyderabad,4,Seed,3.23,Vc,Medium,Small,12
Healthtech,2021,Delhi,3,Seed,9.58,Angel,Small,Medium,3
Saas,2014,Mumbai,1,Series A,17.6,Pe,Medium,Large,10
Edtech,2019,Pune,3,Seed,4.75,Vc,Large,Medium,5
Fintech,2017,Chennai,3,Seed,2.57,Pe,Medium,Small,7
E-Commerce,2013,Pune,1,Seed,8.41,Angel,Medium,Medium,11
Edtech,2013,Hyderabad,2,Seed,16.26,Pe,Medium,Large,11
Fintech,2013,Hyderabad,1,Seed,14.17,Pe,Small,Medium,11
Fintech,2020,Chennai,3,Seed,19.94,Pe,Small,Large,4
Saas,2015,Mumbai,4,Seed,17.63,Pe,Small,Large,9
E-Commerce,2014,Bangalore,2,Seed,3.59,Pe,Large,Medium,10
Healthtech,2012,Chennai,2,Series A,15.8,Pe,Medium,Large,12
E-Commerce,2017,Bangalore,1,Seed,14.42,Vc,Small,Medium,7
Saas,2009,Hyderabad,1,Seed,4.07,Vc,Small,Small,15
Saas,2017,Bangalore,3,Seed,15.65,Angel,Medium,Large,7
Saas,2013,Bangalore,2,Seed,5.0,Pe,Medium,Medium,11
Edtech,2023,Chennai,2,Seed,9.22,Pe,Large,Large,1
E-Commerce,2017,Pune,1,Seed,5.69,Angel,Large,Medium,7
E-Commerce,2022,Hyderabad,1,Series A,9.13,Angel,Large,Large,2
Fintech,2012,Mumbai,4,Series B,6.18,Angel,Large,Large,12
Ai,2011,Delhi,3,Series A,13.25,Pe,Large,Large,13
Healthtech,2017,Bangalore,4,Series A,16.08,Pe,Small,Large,7
Saas,2018,Hyderabad,3,Seed,0.57,Vc,Small,Small,6
E-Commerce,2012,Delhi,4,Seed,8.17,Vc,Small,Medium,12
E-Commerce,2016,Mumbai,2,Seed,3.08,Pe,Large,Small,8
Fintech,2019,Delhi,1,Series B,0.58,Vc,Medium,Small,5
Healthtech,2020,Mumbai,3,Seed,19.67,Vc,Medium,Large,4
Ai,2009,Pune,2,Seed,13.54,Pe,Medium,Large,15
Ai,2013,Delhi,3,Seed,9.16,Vc,Small,Medium,11
Saas,2022,Mumbai,2,Seed,8.73,Vc,Large,Large,2
Ai,2018,Pune,3,Series A,16.85,Angel,Large,Large,6
Ai,2016,Bangalore,1,Seed,11.5,Angel,Medium,Medium,8
Healthtech,2019,Delhi,2,Seed,15.03,Angel,Large,Large,5
Healthtech,2017,Mumbai,1,Series B,18.42,Pe,Medium,Large,7
Saas,2020,Hyderabad,1,Seed,17.69,Angel,Medium,Large,4
E-Commerce,2023,Chennai,2,Series A,2.08,Angel,Small,Small,1
Fintech,2012,Pune,3,Series B,9.82,Pe,Large,Large,12
Saas,2019,Delhi,3,Series A,12.74,Angel,Large,Large,5
Edtech,2018,Pune,2,Seed,9.37,Pe,Small,Medium,6
Ai,2013,Delhi,2,Seed,5.95,Pe,Medium,Medium,11
Fintech,2022,Delhi,4,Seed,18.35,Pe,Large,Large,2
E-Commerce,2017,Delhi,1,Series A,17.99,Vc,Small,Large,7
E-Commerce,2019,Chennai,2,Seed,16.87,Pe,Small,Medium,5
Healthtech,2011,Delhi,2,Seed,18.68,Angel,Large,Large,13
Edtech,2012,Pune,2,Seed,14.91,Pe,Medium,Large,12
E-Commerce,2015,Bangalore,1,Series A,7.92,Angel,Medium,Large,9
Edtech,2019,Bangalore,1,Seed,10.05,Angel,Small,Medium,5
Ai,2008,Hyderabad,1,Seed,16.52,Pe,Large,Large,16
Healthtech,2008,Chennai,1,Seed,18.23,Angel,Small,Large,16
Fintech,2017,Pune,4,Seed,13.48,Pe,Large,Large,7
Healthtech,2011,Hyderabad,4,Series B,11.71,Angel,Medium,Large,13
Ai,2020,Bangalore,2,Series A,17.88,Vc,Medium,Large,4
E-Commerce,2021,Delhi,1,Seed,15.05,Pe,Medium,Large,3
Edtech,2017,Delhi,2,Seed,18.28,Angel,Small,Large,7
Ai,2010,Mumbai,1,Series B,17.68,Pe,Medium,Large,14
E-Commerce,2012,Chennai,2,Series A,6.71,Angel,Medium,Medium,12
Saas,2018,Mumbai,3,Seed,2.79,Angel,Small,Small,6
Edtech,2017,Chennai,1,Series A,14.1,Pe,Small,Large,7
Ai,2015,Chennai,2,Seed,18.69,Vc,Large,Large,9
Fintech,2008,Delhi,2,Seed,18.21,Vc,Medium,Large,16
Fintech,2012,Delhi,1,Series A,18.42,Angel,Small,Large,12
E-Commerce,2021,Hyderabad,1,Seed,17.45,Vc,Medium,Large,3
E-Commerce,2012,Bangalore,4,Series B,8.88,Vc,Large,Large,12
Fintech,2009,Bangalore,2,Seed,18.74,Angel,Small,Large,15
Saas,2020,Delhi,3,Series B,12.81,Angel,Small,Large,4
Healthtech,2012,Bangalore,4,Seed,16.64,Vc,Large,Large,12
Fintech,2015,Chennai,1,Seed,6.12,Vc,Medium,Medium,9
E-Commerce,2017,Bangalore,3,Series A,10.1,Vc,Medium,Large,7
E-Commerce,2014,Pune,2,Series A,2.53,Angel,Large,Medium,10
Saas,2019,Hyderabad,4,Seed,3.25,Vc,Medium,Small,5
Fintech,2009,Bangalore,4,Series B,16.18,Angel,Small,Large,15
Saas,2020,Bangalore,2,Series A,18.89,Vc,Medium,Large,4
Fintech,2021,Hyderabad,3,Seed,10.65,Pe,Large,Large,3
Healthtech,2013,Hyderabad,1,Seed,9.82,Angel,Large,Large,11
Ai,2023,Delhi,4,Series A,18.86,Angel,Large,Large,1
Fintech,2017,Hyderabad,2,Series A,16.66,Angel,Large,Large,7
Ai,2020,Pune,1,Series A,3.82,Angel,Small,Small,4
Fintech,2018,Delhi,1,Seed,1.03,Angel,Large,Small,6
Healthtech,2018,Chennai,3,Series A,19.01,Angel,Medium,Large,6
E-Commerce,2008,Mumbai,2,Series A,10.9,Vc,Large,Large,16
Ai,2022,Bangalore,1,Series A,13.0,Pe,Medium,Large,2
Saas,2023,Hyderabad,1,Series B,10.71,Angel,Large,Large,1
Fintech,2017,Bangalore,4,Series A,14.82,Vc,Small,Large,7
E-Commerce,2017,Chennai,1,Series B,17.97,Angel,Large,Large,7
Fintech,2010,Mumbai,2,Series A,19.88,Pe,Small,Large,14
Saas,2018,Hyderabad,4,Seed,7.4,Pe,Large,Medium,6
Healthtech,2018,Delhi,3,Seed,10.49,Pe,Medium,Medium,6
Edtech,2023,Delhi,4,Series A,17.69,Pe,Medium,Large,1
Fintech,2013,Hyderabad,3,Seed,8.83,Vc,Medium,Medium,11
Saas,2021,Hyderabad,2,Series B,7.31,Pe,Medium,Large,3
Edtech,2016,Chennai,3,Series A,19.39,Angel,Medium,Large,8
Fintech,2008,Mumbai,3,Series B,14.69,Vc,Large,Large,16
Ai,2019,Hyderabad,3,Seed,10.24,Pe,Medium,Medium,5
E-Commerce,2013,Delhi,3,Series B,15.96,Vc,Small,Large,11
E-Commerce,2009,Mumbai,3,Series A,6.52,Pe,Small,Medium,15
Saas,2016,Hyderabad,4,Seed,11.87,Vc,Small,Medium,8
Ai,2020,Mumbai,1,Seed,14.27,Angel,Large,Large,4
Healthtech,2009,Chennai,4,Series B,14.38,Pe,Medium,Large,15
Edtech,2019,Pune,4,Series B,4.08,Angel,Small,Medium,5
Saas,2010,Hyderabad,2,Seed,19.9,Pe,Small,Large,14
Fintech,2019,Hyderabad,1,Seed,15.13,Angel,Small,Medium,5
E-Commerce,2009,Mumbai,1,Series B,14.91,Vc,Medium,Large,15
Fintech,2018,Hyderabad,2,Seed,11.8,Pe,Large,Large,6
Edtech,2011,Mumbai,1,Series B,6.99,Vc,Medium,Large,13
Ai,2011,Pune,3,Seed,9.88,Angel,Medium,Medium,13
Ai,2017,Mumbai,1,Seed,8.63,Angel,Medium,Medium,7
Saas,2008,Hyderabad,2,Seed,2.47,Angel,Small,Small,16
Saas,2015,Delhi,4,Series A,18.51,Angel,Medium,Large,9
Ai,2023,Chennai,1,Series B,10.25,Vc,Large,Large,1
Saas,2012,Mumbai,3,Seed,1.05,Pe,Medium,Small,12
Ai,2019,Delhi,2,Series A,8.51,Vc,Large,Large,5
Edtech,2015,Mumbai,1,Series B,8.53,Vc,Small,Large,9
Saas,2020,Delhi,4,Series B,1.92,Pe,Small,Small,4
Ai,2013,Hyderabad,3,Seed,4.08,Vc,Large,Medium,11
Saas,2021,Chennai,2,Series B,1.74,Pe,Large,Medium,3
Fintech,2009,Delhi,2,Seed,3.37,Vc,Large,Medium,15
E-Commerce,2014,Bangalore,3,Series A,2.47,Pe,Medium,Small,10
Fintech,2017,Mumbai,2,Series A,18.07,Pe,Small,Large,7
Healthtech,2022,Delhi,2,Series A,15.56,Vc,Small,Large,2
Ai,2022,Chennai,4,Seed,17.48,Vc,Small,Large,2
Healthtech,2022,Chennai,1,Series A,2.94,Angel,Large,Medium,2
Ai,2016,Chennai,3,Series A,13.45,Angel,Small,Large,8
E-Commerce,2014,Pune,1,Seed,18.05,Angel,Large,Large,10
Saas,2018,Delhi,4,Seed,19.08,Angel,Small,Large,6
Ai,2012,Delhi,1,Seed,1.35,Vc,Medium,Small,12
Fintech,2023,Hyderabad,4,Series B,7.71,Vc,Small,Large,1
Saas,2011,Bangalore,1,Series B,7.4,Angel,Large,Large,13
E-Commerce,2018,Pune,3,Seed,3.9,Vc,Medium,Small,6
Fintech,2021,Delhi,2,Series A,3.26,Angel,Large,Medium,3
Saas,2015,Pune,3,Series A,7.55,Vc,Large,Large,9
Ai,2013,Hyderabad,2,Series B,14.29,Angel,Large,Large,11
Ai,2020,Mumbai,3,Seed,14.67,Angel,Medium,Large,4
Fintech,2023,Bangalore,2,Series A,11.63,Vc,Large,Large,1
Edtech,2012,Pune,1,Seed,15.76,Vc,Medium,Large,12
Ai,2014,Chennai,1,Series A,14.14,Vc,Large,Large,10
Edtech,2023,Bangalore,2,Series B,15.95,Vc,Medium,Large,1
Saas,2018,Mumbai,1,Seed,19.5,Vc,Medium,Large,6
Edtech,2010,Delhi,4,Series A,11.67,Angel,Small,Large,14
Fintech,2016,Delhi,3,Series A,15.38,Vc,Medium,Large,8
Healthtech,2011,Pune,3,Seed,16.7,Vc,Small,Medium,13
Healthtech,2019,Hyderabad,3,Seed,18.28,Vc,Medium,Large,5
Fintech,2011,Delhi,2,Series A,11.0,Angel,Small,Large,13
Healthtech,2022,Delhi,2,Series B,18.39,Angel,Small,Large,2
Fintech,2015,Bangalore,3,Series A,10.87,Vc,Small,Large,9
Ai,2013,Mumbai,2,Seed,13.92,Vc,Large,Large,11
Edtech,2021,Chennai,4,Seed,7.09,Pe,Small,Small,3
Healthtech,2018,Chennai,4,Series B,19.7,Pe,Medium,Large,6
Ai,2008,Hyderabad,3,Series A,4.5,Vc,Medium,Medium,16
Healthtech,2009,Mumbai,1,Seed,5.31,Angel,Large,Medium,15
Saas,2016,Bangalore,1,Series A,5.18,Pe,Small,Medium,8
Fintech,2023,Chennai,1,Seed,8.54,Pe,Medium,Medium,1
Fintech,2013,Hyderabad,3,Series B,15.41,Vc,Medium,Large,11
Ai,2014,Delhi,2,Seed,19.69,Pe,Small,Large,10
Saas,2018,Delhi,3,Seed,12.43,Angel,Medium,Large,6
Edtech,2016,Pune,3,Series A,12.43,Vc,Medium,Large,8
Saas,2010,Bangalore,3,Series A,10.65,Pe,Large,Large,14
Saas,2012,Chennai,1,Seed,18.06,Angel,Large,Large,12
E-Commerce,2012,Pune,1,Seed,6.77,Vc,Large,Medium,12
Edtech,2017,Pune,1,Seed,3.96,Vc,Small,Small,7
Edtech,2021,Pune,3,Series A,4.73,Pe,Large,Large,3
Saas,2014,Delhi,2,Seed,17.23,Pe,Large,Large,10
Healthtech,2020,Hyderabad,2,Seed,3.56,Vc,Small,Small,4
E-Commerce,2009,Hyderabad,2,Seed,10.09,Angel,Medium,Medium,15
Healthtech,2011,Chennai,2,Series B,6.57,Angel,Medium,Large,13
Saas,2018,Pune,2,Seed,3.83,Vc,Small,Small,6
Healthtech,2022,Bangalore,2,Series A,11.53,Pe,Large,Large,2
Edtech,2011,Hyderabad,3,Series A,17.13,Angel,Medium,Large,13
Edtech,2019,Mumbai,4,Series A,6.53,Pe,Medium,Medium,5
Healthtech,2015,Hyderabad,1,Series A,2.57,Vc,Medium,Small,9
Edtech,2017,Bangalore,2,Series B,12.54,Pe,Large,Large,7
Fintech,2023,Pune,1,Seed,14.85,Pe,Large,Large,1
Edtech,2010,Hyderabad,4,Seed,11.27,Pe,Small,Medium,14
Saas,2009,Pune,4,Seed,2.53,Vc,Medium,Small,15
Ai,2016,Delhi,3,Series A,0.29,Angel,Small,Small,8
Healthtech,2019,Bangalore,2,Series A,1.91,Vc,Small,Small,5
E-Commerce,2018,Delhi,4,Series A,18.47,Vc,Small,Large,6
Healthtech,2011,Delhi,1,Series B,11.64,Vc,Small,Large,13
Edtech,2016,Chennai,4,Series A,7.58,Angel,Small,Medium,8
Edtech,2013,Pune,3,Seed,3.82,Angel,Large,Medium,11
Ai,2008,Pune,3,Seed,14.04,Vc,Medium,Large,16
Ai,2021,Pune,4,Seed,15.33,Pe,Large,Large,3
E-Commerce,2018,Pune,4,Series A,16.19,Vc,Medium,Large,6
Saas,2010,Bangalore,2,Seed,0.56,Pe,Small,Small,14
Fintech,2014,Delhi,4,Series A,15.45,Vc,Medium,Large,10
Saas,2016,Chennai,1,Series B,3.36,Pe,Large,Large,8
E-Commerce,2015,Chennai,2,Seed,15.97,Vc,Large,Large,9
Healthtech,2019,Delhi,4,Seed,3.19,Pe,Small,Small,5
Edtech,2012,Delhi,2,Series A,5.05,Angel,Large,Large,12
Saas,2019,Mumbai,2,Series A,15.6,Pe,Medium,Large,5
Edtech,2020,Bangalore,2,Series A,12.66,Pe,Medium,Large,4
Edtech,2015,Chennai,3,Seed,0.89,Angel,Medium,Small,9
Saas,2009,Bangalore,3,Seed,3.48,Angel,Large,Medium,15
Saas,2010,Pune,4,Series B,4.77,Vc,Large,Large,14
Ai,2015,Chennai,3,Series A,16.9,Angel,Small,Large,9
E-Commerce,2016,Hyderabad,4,Series B,12.36,Angel,Large,Large,8
E-Commerce,2017,Hyderabad,1,Seed,3.85,Angel,Large,Medium,7
Fintech,2015,Chennai,2,Seed,5.25,Vc,Small,Small,9
Ai,2011,Mumbai,4,Seed,9.21,Angel,Small,Medium,13
Fintech,2020,Hyderabad,3,Series A,1.86,Vc,Medium,Small,4
Saas,2013,Pune,3,Series A,8.38,Pe,Small,Medium,11
E-Commerce,2018,Pune,3,Seed,15.91,Angel,Medium,Large,6
E-Commerce,2012,Bangalore,3,Seed,8.03,Pe,Medium,Medium,12
Fintech,2019,Delhi,4,Series A,15.76,Pe,Small,Large,5
Healthtech,2022,Bangalore,3,Series A,12.57,Angel,Large,Large,2
Ai,2011,Pune,1,Series A,8.21,Pe,Small,Medium,13
Ai,2016,Bangalore,4,Series A,17.89,Vc,Large,Large,8
Ai,2017,Pune,1,Seed,8.94,Angel,Small,Medium,7
E-Commerce,2010,Bangalore,1,Seed,14.75,Angel,Medium,Large,14
Edtech,2008,Pune,2,Series A,16.03,Pe,Medium,Large,16
E-Commerce,2020,Chennai,1,Series B,18.34,Angel,Large,Large,4
Edtech,2014,Chennai,1,Seed,5.7,Vc,Medium,Medium,10
E-Commerce,2017,Bangalore,2,Series A,4.18,Angel,Large,Medium,7
Saas,2015,Delhi,4,Seed,9.07,Vc,Small,Medium,9
E-Commerce,2018,Mumbai,4,Series A,17.53,Vc,Large,Large,6
Saas,2020,Pune,4,Seed,6.72,Vc,Small,Small,4
Edtech,2010,Mumbai,1,Seed,5.61,Angel,Medium,Medium,14
Ai,2010,Hyderabad,1,Seed,0.91,Vc,Medium,Small,14
Edtech,2021,Hyderabad,4,Seed,14.07,Angel,Small,Medium,3
Fintech,2013,Delhi,4,Seed,14.06,Pe,Large,Large,11
Ai,2023,Bangalore,1,Seed,16.72,Angel,Small,Medium,1
E-Commerce,2022,Pune,3,Seed,10.02,Angel,Small,Medium,2
E-Commerce,2009,Chennai,3,Series B,17.83,Angel,Small,Large,15
E-Commerce,2013,Hyderabad,2,Series A,1.9,Angel,Small,Small,11
E-Commerce,2012,Bangalore,4,Seed,11.35,Pe,Large,Large,12
E-Commerce,2021,Mumbai,4,Series A,9.64,Pe,Small,Medium,3
Edtech,2014,Delhi,2,Seed,17.97,Pe,Small,Large,10
Saas,2022,Chennai,2,Series A,18.18,Angel,Large,Large,2
Edtech,2016,Chennai,2,Seed,19.53,Vc,Small,Large,8
Healthtech,2016,Hyderabad,2,Seed,7.17,Pe,Large,Medium,8
Edtech,2008,Bangalore,4,Series B,7.72,Angel,Large,Large,16
Ai,2014,Chennai,4,Seed,4.02,Vc,Medium,Small,10
E-Commerce,2010,Mumbai,3,Seed,14.91,Pe,Medium,Large,14
Edtech,2011,Mumbai,3,Seed,16.7,Angel,Medium,Large,13
Saas,2009,Delhi,1,Seed,17.07,Pe,Large,Large,15
E-Commerce,2008,Delhi,4,Series A,19.81,Angel,Small,Large,16
Fintech,2017,Mumbai,1,Series B,11.33,Pe,Large,Large,7
Healthtech,2021,Mumbai,4,Seed,4.44,Pe,Large,Medium,3
Ai,2023,Bangalore,4,Seed,12.1,Angel,Large,Large,1
Saas,2010,Chennai,3,Series A,7.38,Angel,Medium,Large,14
Healthtech,2017,Bangalore,3,Seed,6.81,Angel,Medium,Medium,7
Edtech,2016,Delhi,1,Series A,14.07,Angel,Small,Large,8
Healthtech,2008,Delhi,1,Seed,4.22,Vc,Medium,Small,16
E-Commerce,2022,Delhi,2,Series A,10.99,Vc,Medium,Large,2
E-Commerce,2010,Chennai,1,Series A,2.99,Pe,Medium,Medium,14
Fintech,2018,Hyderabad,4,Seed,17.84,Angel,Small,Large,6
Healthtech,2012,Delhi,4,Seed,1.96,Angel,Small,Small,12
Healthtech,2010,Delhi,4,Seed,18.65,Angel,Small,Large,14
E-Commerce,2011,Bangalore,3,Seed,19.99,Pe,Small,Large,13
Edtech,2011,Bangalore,2,Series A,4.86,Angel,Large,Large,13
Edtech,2008,Hyderabad,4,Series B,2.04,Angel,Medium,Medium,16
Ai,2023,Pune,2,Series A,0.83,Pe,Small,Small,1
Edtech,2013,Hyderabad,2,Series A,3.08,Vc,Large,Medium,11
Healthtech,2018,Hyderabad,4,Series A,18.32,Pe,Large,Large,6
Fintech,2019,Hyderabad,2,Seed,14.65,Pe,Medium,Large,5
Edtech,2014,Bangalore,4,Series A,2.02,Pe,Large,Medium,10
E-Commerce,2019,Delhi,4,Series A,19.24,Pe,Large,Large,5
E-Commerce,2014,Bangalore,4,Seed,13.17,Vc,Large,Large,10
Ai,2020,Mumbai,3,Seed,18.61,Pe,Small,Large,4
Ai,2013,Mumbai,3,Series B,14.33,Pe,Large,Large,11
Healthtech,2014,Pune,1,Series B,7.64,Angel,Large,Large,10
Edtech,2021,Delhi,4,Seed,1.53,Angel,Large,Small,3
Edtech,2010,Hyderabad,4,Series A,0.52,Vc,Small,Small,14
Ai,2012,Delhi,4,Seed,12.27,Vc,Medium,Large,12
Edtech,2021,Mumbai,1,Seed,10.15,Vc,Small,Medium,3
Healthtech,2023,Pune,3,Series A,11.68,Angel,Small,Large,1
Fintech,2021,Delhi,3,Series A,19.28,Vc,Large,Large,3
E-Commerce,2014,Hyderabad,1,Series A,18.09,Angel,Medium,Large,10
Healthtech,2017,Pune,4,Series A,7.27,Vc,Large,Large,7
Edtech,2012,Pune,4,Seed,6.51,Vc,Medium,Medium,12
Healthtech,2021,Bangalore,3,Series B,5.82,Pe,Medium,Large,3
E-Commerce,2017,Hyderabad,4,Seed,18.82,Angel,Medium,Large,7
Saas,2009,Bangalore,3,Series B,18.18,Pe,Small,Large,15
E-Commerce,2023,Mumbai,4,Seed,18.75,Angel,Large,Large,1
E-Commerce,2013,Chennai,2,Series A,4.79,Pe,Small,Medium,11
Saas,2014,Delhi,3,Seed,9.5,Pe,Large,Large,10
Edtech,2018,Chennai,2,Series A,7.23,Angel,Large,Large,6
Edtech,2009,Hyderabad,3,Seed,6.59,Vc,Large,Medium,15
Fintech,2017,Bangalore,1,Seed,2.11,Vc,Large,Small,7
E-Commerce,2015,Hyderabad,3,Seed,16.84,Vc,Large,Large,9
Healthtech,2012,Hyderabad,3,Seed,6.08,Pe,Small,Small,12
Fintech,2018,Mumbai,4,Seed,7.15,Pe,Medium,Medium,6
Edtech,2015,Hyderabad,4,Seed,12.2,Pe,Large,Large,9
Edtech,2022,Delhi,1,Seed,18.54,Vc,Medium,Large,2
Ai,2010,Mumbai,4,Seed,14.54,Vc,Medium,Large,14
Fintech,2009,Chennai,4,Series B,12.93,Angel,Large,Large,15
Edtech,2014,Hyderabad,1,Series A,2.09,Pe,Large,Medium,10
Saas,2012,Chennai,1,Seed,12.55,Vc,Large,Large,12
Ai,2012,Delhi,3,Seed,5.47,Vc,Medium,Medium,12
Healthtech,2020,Delhi,4,Series B,12.86,Angel,Large,Large,4
Ai,2015,Delhi,4,Seed,6.68,Angel,Large,Medium,9
E-Commerce,2020,Chennai,1,Seed,1.72,Vc,Large,Small,4
E-Commerce,2016,Chennai,3,Seed,16.92,Angel,Medium,Large,8
Healthtech,2022,Bangalore,4,Seed,11.18,Vc,Small,Medium,2
Saas,2023,Mumbai,1,Seed,5.77,Pe,Large,Medium,1
Healthtech,2021,Pune,3,Series A,7.27,Angel,Medium,Large,3
Fintech,2015,Hyderabad,4,Seed,12.44,Pe,Medium,Large,9
Healthtech,2023,Mumbai,4,Seed,13.65,Pe,Large,Large,1
Healthtech,2017,Delhi,1,Series A,9.84,Pe,Large,Large,7
Ai,2009,Hyderabad,1,Series A,10.61,Vc,Large,Large,15
Saas,2017,Bangalore,2,Seed,2.31,Pe,Small,Small,7
Healthtech,2018,Mumbai,3,Series A,3.11,Vc,Medium,Medium,6
Fintech,2014,Delhi,1,Series B,4.36,Angel,Medium,Medium,10
Ai,2018,Hyderabad,3,Seed,10.7,Pe,Medium,Medium,6
Saas,2012,Hyderabad,1,Series B,8.51,Pe,Small,Large,12
Saas,2021,Delhi,3,Seed,11.5,Pe,Large,Large,3
Edtech,2014,Chennai,3,Series B,3.62,Vc,Small,Medium,10
E-Commerce,2010,Mumbai,4,Series A,19.37,Vc,Medium,Large,14
Fintech,2011,Hyderabad,3,Series A,12.38,Angel,Small,Large,13
E-Commerce,2014,Chennai,2,Seed,2.74,Pe,Small,Small,10
Ai,2009,Bangalore,4,Seed,7.53,Vc,Large,Medium,15
Ai,2009,Hyderabad,3,Series B,19.61,Angel,Large,Large,15
Fintech,2008,Hyderabad,1,Series B,19.33,Pe,Small,Large,16
Saas,2008,Bangalore,2,Seed,1.59,Pe,Small,Small,16
Healthtech,2019,Bangalore,4,Seed,16.65,Pe,Small,Medium,5
Fintech,2008,Pune,3,Seed,12.91,Vc,Medium,Large,16
Ai,2013,Pune,1,Series B,3.86,Vc,Small,Medium,11
E-Commerce,2020,Hyderabad,3,Series B,16.7,Vc,Large,Large,4
Fintech,2012,Delhi,2,Seed,12.87,Vc,Medium,Large,12
Saas,2022,Bangalore,1,Seed,2.44,Pe,Small,Small,2
Edtech,2017,Chennai,1,Series B,16.99,Vc,Large,Large,7
Edtech,2015,Bangalore,1,Seed,15.23,Pe,Medium,Large,9
Healthtech,2012,Hyderabad,4,Series B,0.34,Pe,Medium,Small,12
Healthtech,2008,Hyderabad,4,Seed,5.24,Pe,Large,Medium,16
Saas,2019,Mumbai,2,Seed,5.53,Pe,Small,Small,5
E-Commerce,2015,Chennai,1,Seed,9.3,Angel,Small,Medium,9
Healthtech,2013,Mumbai,3,Series A,4.76,Vc,Small,Medium,11
Edtech,2015,Bangalore,3,Seed,16.59,Vc,Large,Large,9
Saas,2020,Mumbai,4,Seed,14.1,Pe,Large,Large,4
Saas,2009,Hyderabad,1,Series A,0.8,Angel,Medium,Small,15
Saas,2017,Delhi,2,Series A,14.2,Angel,Small,Large,7
Fintech,2015,Bangalore,1,Series B,19.04,Pe,Medium,Large,9
E-Commerce,2013,Hyderabad,1,Series A,9.98,Pe,Large,Large,11
E-Commerce,2008,Bangalore,1,Seed,3.81,Vc,Large,Medium,16
Healthtech,2020,Mumbai,4,Seed,17.63,Angel,Medium,Large,4
E-Commerce,2008,Mumbai,3,Series A,13.26,Angel,Medium,Large,16
Ai,2017,Pune,3,Series B,8.67,Vc,Large,Large,7
Edtech,2019,Bangalore,2,Series A,8.36,Vc,Large,Large,5
Healthtech,2012,Pune,4,Seed,5.79,Pe,Small,Small,12
E-Commerce,2014,Bangalore,2,Series A,2.3,Vc,Medium,Small,10
Edtech,2011,Mumbai,2,Seed,17.47,Pe,Medium,Large,13
Healthtech,2021,Bangalore,4,Series A,19.67,Angel,Medium,Large,3
Ai,2020,Pune,3,Seed,18.93,Pe,Medium,Large,4
Edtech,2017,Mumbai,3,Series B,3.55,Pe,Small,Medium,7
Ai,2012,Pune,3,Seed,8.5,Pe,Small,Medium,12
Edtech,2017,Bangalore,4,Seed,5.98,Angel,Small,Small,7
Fintech,2010,Delhi,4,Seed,6.99,Angel,Large,Medium,14
Fintech,2009,Bangalore,4,Series A,6.6,Pe,Medium,Medium,15
Edtech,2009,Bangalore,3,Seed,18.6,Angel,Small,Large,15
Edtech,2021,Hyderabad,2,Seed,18.95,Vc,Medium,Large,3
Ai,2012,Delhi,3,Series A,1.0,Angel,Large,Small,12
E-Commerce,2011,Mumbai,2,Series B,10.81,Angel,Large,Large,13
Saas,2009,Mumbai,3,Series A,13.31,Vc,Medium,Large,15
Edtech,2023,Chennai,1,Seed,5.07,Vc,Large,Medium,1
